l_name,f_name,title,read_status,category
Adler,Mortimer,How to Read a Book,none,self_improvement
Ahmed,Waqas,The Polymath,none,self_improvement
Argyris,Chris,Teaching Smart People How to Learn,none,self_improvement
Beaudine,Bob,The Power of Who,none,self_improvement
Bevelin,Peter,A Few Lessons from Sherlock Holmes,none,self_improvement
Bevelin,Peter,Seeking Wisdom,none,self_improvement
Books,David,The Road to Character,none,self_improvement
Boser,Ulrich,Learn Better,none,self_improvement
Bradbury,Travis,Emotional Intelligence 2,none,self_improvement
Cambell,Joseph,The Heros Journey,none,self_improvement
Carey,Benedict,How We Learn,none,self_improvement
Cloud,Henry,Integrity,none,self_improvement
Colvin,Geoffrey,Talent is Overrated,none,self_improvement
Coyle,Daniel,The Talent Code,none,self_improvement
Cron,Ian,The Road Back to You,none,self_improvement
Duhigg,Charles,The Power of Habit,audio,self_improvement
Epictetus,,Art of Living,none,self_improvement
Epstein,David,Range,none,self_improvement
Ferriss,Tim,The 4 Hour Work Week,audio,self_improvement
Ferriss,Tim,Tools of Titans,none,self_improvement
Ferriss,Tim,Tribe of Mentors,none,self_improvement
Foer,Joshua,Moonwalking with Einstein,audio,self_improvement
Gibson,Lindsay,Recovery from Emotionally Immature Parents,none,self_improvement
Gil,Elad,High Growth Handbook ,none,self_improvement
Gilbert,Elizabeth,Big Magic,audio,self_improvement
Gladwell,Malcolm,Blink,audio,self_improvement
Gladwell,Malcolm,Outliers,audio,self_improvement
Gladwell,Malcolm,Talking to Strangers,audio,self_improvement
Gladwell,Malcom,David and Goliath,audio,self_improvement
Godin,Seth,Linchpin,audio,self_improvement
Hess,Edward,Learn or Die,audio,self_improvement
Holiday,Ryan,Conspiracy,none,self_improvement
Holiday,Ryan,Ego is the Enemy,none,self_improvement
Holiday,Ryan,Stillness is the Key,paper,self_improvement
Holiday,Ryan,The Obstacle is the Way,none,self_improvement
Hyatt,Michael,Living Forward ,none,self_improvement
Hybels,Bill,"Simplify	",none,self_improvement
Koch,Charles,The Science of Success,none,self_improvement
Morin,Amy,13 Things Mentally Strong People Avoid,none,self_improvement
Parrish,Shane,The Great Mental Models Volume 1,paper,self_improvement
Parrish,Shane,The Great Mental Models Volume 2,paper,self_improvement
Pausch,Randy,The Last Lecture,none,self_improvement
Pressfield,Steven,The War of Art,none,self_improvement
Pryor,Karen,Dont Shoot the Dog,none,self_improvement
Rawlins,Jack,The Writers Way,none,self_improvement
Read,Leonard,I Pencil,none,self_improvement
Robbins,Tony,Awaken the Giant Within,none,self_improvement
Robinson,Adam,What Smart Students Know,none,self_improvement
Santella,Andrew,Soon,audio,self_improvement
Sinek,Simon,Start with Why,none,self_improvement
Sinek,Simon,The Infinite Game,audio,leadership
Spraul,V Anton,Think Like a Programmer,none,self_improvement
Thompson,Derek,Hit Makers,none,self_improvement
Waitzkin,Joshua,The Art of Learning,audio,self_improvement
Watts,Alan,Become What You Are,none,self_improvement
Wenger,Win,The Einstein Factor,none,self_improvement
Young,Scott,Ultralearning,none,self_improvement
Alinsky,Saul,Reveille for Radicals,none,strategy
Alinsky,Saul,Rules for Radicals,none,strategy
Burger,Edward,The 5 Elements of Effective Thinking,none,strategy
Dixit,Avinash,Thinking Strategically,none,strategy
Freedman,Lawrence,Strategy,none,strategy
Greene,Robert,Mastery,audio,strategy
Greene,Robert,The 33 Strategies of War,audio,strategy
Greene,Robert,The 48 Laws of Power,audio,strategy
Musashi,Miyamoto,The Book of Five Rings,none,strategy
Puccio,Gerard,The Creative Thinkers Toolkit,audio,strategy
Raynor,Michael,The Strategy Paradox,none,strategy
Ridgley,Stanley,Strategic Thinking Skills,audio,strategy
Tzu,Sun,The Art of War,none,strategy
von Clausewitz,Carl,On War,none,strategy
Antonopoulos,Andreas,Mastering Bitcoin,none,technology
Antonopoulos,Andreas,Mastering Ethereum,none,technology
Auerbach,David,Bitwise,audio,technology
Bentley,Jon,Programming Pearls,none,technology
Brownlee,Jason,Master Machine Learning Algoithms,none,technology
Bruce,Peter,Practical Statistics for Data Scientists,none,technology
Brunton,Steven,Data Drive Science and Engineering,none,technology
Burnicke,Chris,Cryptoassets,none,technology
Casey,Michael,The Truth Machine,none,technology
Ceruzzi,Paul,Computing,audio,technology
Chandra,Vikram,Geek Sublime,audio,technology
Christian,Brian,The Most Human Human,audio,technology
Danjou,Julien,Serious Python,none,technology
Davies,Tilman,The Book of R,none,technology
DeBarros,Anthony,Practical SQL,none,technology
Drexler,K Eric,Radial Abundance,none,technology
Dreyfus,Hubert,Mind Over Machine,none,technology
Dyson,George,Turings Cathedral,audio,technology
Eremenko,Kirill,Confident Data Skills,none,technology
Farrell,Peter,Math Adventures with Python,none,technology
Ford,Martin,Rise of the Robots,none,technology
Gowrishankar,S,Introduction to Python Programming,none,technology
Grus,Joel,Data Science from Scratch,none,technology
Hanson,Robin,The Age of Em,none,technology
Jacobsen,Annie,The Pentagons Brain,none,technology
Kelly,Kevin,The Inevitable,audio,technology
Khanna,Parag,Connectography,audio,technology
Knuth,Donald,The Art of Computer Programming,none,technology
Kurzweil,Ray,The Singularity is Near,audio,technology
Lee,Kai Fu,AI Superpowers,none,technology
Lewis,Michael,Next,audio,technology
Lutz,Mark,Learning Python,none,technology
Matloff,Norman,The Art of R Programming,none,technology
Matthes,Eric,Python Crash Course,audio,technology
McGrath,Mike,Python,none,technology
McGrath,Mike,R for Data Analysis,none,technology
Moravec,Hans,Mind Children,none,technology
Moravec,Hans,Robot,none,technology
OConnell,Mark,To Be a Machine,audio,technology
Occupytheweb,,Linux Basics for Hackers,none,technology
Raschka,Sebastian,Python Machine Learning,none,technology
Rudder,Christian,Dataclysm,audio,technology
Rushkoff,Douglas,Program or Be Programmed,none,technology
Russell,Stuart,Human Compatible,audio,technology
Scharre,Paul,Army of None,audio,technology
Shaw,Zed,Learn Python3 the Hard Way,none,technology
Shotts,William,The Linux Command Line,none,technology
Steiner,Christopher,Automate this,audio,technology
Swan,Melanie,Blockchain,paper,technology
Sweigart,Al,Automate the Boring Stuff,none,technology
Sweigart,Al,Cracking Codes with Python,none,technology
Tapscott,Don,Blockchain Revolution,none,technology
Tegmark,Max,Life 3,audio,technology
Thompson,Clive,Coders,none,technology
Vaughan,Lee,Impractical Python Projects,none,technology
McPhee,John,Draft No 4,none,writing
